Provider,PotentialFraud,inp_claim_count,inp_total_reimb,inp_mean_reimb,inp_unique_bene,outp_claim_count,outp_total_reimb,outp_mean_reimb,outp_unique_bene,total_claim_count,total_reimb,total_unique_bene,claims_per_bene,inp_to_outp_ratio
PRV53872,No,3.0,44000.0,14666.666666666666,3.0,14.0,2350.0,167.85714285714286,12.0,17.0,46350.0,15.0,1.0625,0.2
PRV53873,No,7.0,53000.0,7571.428571428572,7.0,5.0,580.0,116.0,5.0,12.0,53580.0,12.0,0.9230769230769231,1.1666666666666667
PRV53874,No,,,,,20.0,2980.0,149.0,17.0,20.0,2980.0,17.0,1.1111111111111112,0.0
PRV53875,No,,,,,1.0,10.0,10.0,1.0,1.0,10.0,1.0,0.5,0.0
PRV53876,No,,,,,6.0,580.0,96.66666666666667,2.0,6.0,580.0,2.0,2.0,0.0
PRV53877,No,,,,,2.0,20.0,10.0,2.0,2.0,20.0,2.0,0.6666666666666666,0.0
PRV53878,No,3.0,15000.0,5000.0,3.0,3.0,720.0,240.0,3.0,6.0,15720.0,6.0,0.8571428571428571,0.75
PRV53879,No,,,,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5,0.0
PRV53880,No,,,,,3.0,330.0,110.0,3.0,3.0,330.0,3.0,0.75,0.0
PRV53884,Yes,82.0,798000.0,9731.707317073171,68.0,10.0,880.0,88.0,10.0,92.0,798880.0,78.0,1.1645569620253164,7.454545454545454
PRV53885,No,5.0,38900.0,7780.0,5.0,,,,,5.0,38900.0,5.0,0.8333333333333334,5.0
PRV53887,Yes,,,,,41.0,7610.0,185.609756097561,17.0,41.0,7610.0,17.0,2.2777777777777777,0.0
PRV53888,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV53889,No,4.0,18000.0,4500.0,4.0,16.0,2110.0,131.875,14.0,20.0,20110.0,18.0,1.0526315789473684,0.23529411764705882
PRV53891,No,,,,,1.0,10.0,10.0,1.0,1.0,10.0,1.0,0.5,0.0
PRV53892,No,4.0,47000.0,11750.0,4.0,13.0,2020.0,155.3846153846154,13.0,17.0,49020.0,17.0,0.9444444444444444,0.2857142857142857
PRV53894,Yes,11.0,185000.0,16818.18181818182,10.0,16.0,6920.0,432.5,9.0,27.0,191920.0,19.0,1.35,0.6470588235294118
PRV53895,Yes,,,,,108.0,20770.0,192.3148148148148,45.0,108.0,20770.0,45.0,2.347826086956522,0.0
PRV53896,No,,,,,2.0,120.0,60.0,2.0,2.0,120.0,2.0,0.6666666666666666,0.0
PRV53899,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV53900,Yes,,,,,84.0,43780.0,521.1904761904761,32.0,84.0,43780.0,32.0,2.5454545454545454,0.0
PRV53901,No,,,,,2.0,200.0,100.0,2.0,2.0,200.0,2.0,0.6666666666666666,0.0
PRV53905,No,,,,,6.0,900.0,150.0,6.0,6.0,900.0,6.0,0.8571428571428571,0.0
PRV53906,No,,,,,1.0,90.0,90.0,1.0,1.0,90.0,1.0,0.5,0.0
PRV53907,No,,,,,16.0,8150.0,509.375,15.0,16.0,8150.0,15.0,1.0,0.0
PRV53908,No,,,,,1.0,100.0,100.0,1.0,1.0,100.0,1.0,0.5,0.0
PRV53909,No,,,,,20.0,9020.0,451.0,12.0,20.0,9020.0,12.0,1.5384615384615385,0.0
PRV53910,No,18.0,184000.0,10222.222222222223,18.0,7.0,5040.0,720.0,7.0,25.0,189040.0,25.0,0.9615384615384616,2.25
PRV53911,Yes,10.0,111000.0,11100.0,10.0,21.0,8640.0,411.42857142857144,8.0,31.0,119640.0,18.0,1.631578947368421,0.45454545454545453
PRV53912,No,,,,,5.0,2300.0,460.0,5.0,5.0,2300.0,5.0,0.8333333333333334,0.0
PRV53913,No,,,,,11.0,4210.0,382.72727272727275,11.0,11.0,4210.0,11.0,0.9166666666666666,0.0
PRV53915,No,,,,,29.0,11800.0,406.8965517241379,26.0,29.0,11800.0,26.0,1.0740740740740742,0.0
PRV53916,No,,,,,22.0,6330.0,287.72727272727275,12.0,22.0,6330.0,12.0,1.6923076923076923,0.0
PRV53917,No,6.0,48300.0,8050.0,5.0,10.0,6420.0,642.0,5.0,16.0,54720.0,10.0,1.4545454545454546,0.5454545454545454
PRV53918,Yes,,,,,216.0,51600.0,238.88888888888889,107.0,216.0,51600.0,107.0,2.0,0.0
PRV53919,Yes,5.0,41800.0,8360.0,5.0,2.0,100.0,50.0,2.0,7.0,41900.0,7.0,0.875,1.6666666666666667
PRV53920,No,1.0,3000.0,3000.0,1.0,15.0,1900.0,126.66666666666667,8.0,16.0,4900.0,9.0,1.6,0.0625
PRV53921,No,3.0,6040.0,2013.3333333333333,3.0,52.0,8080.0,155.3846153846154,36.0,55.0,14120.0,39.0,1.375,0.05660377358490566
PRV53922,No,,,,,5.0,320.0,64.0,5.0,5.0,320.0,5.0,0.8333333333333334,0.0
PRV53923,Yes,19.0,179000.0,9421.052631578947,19.0,11.0,3350.0,304.54545454545456,10.0,30.0,182350.0,29.0,1.0,1.5833333333333333
PRV53924,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV53925,No,13.0,92000.0,7076.923076923077,12.0,3.0,130.0,43.333333333333336,3.0,16.0,92130.0,15.0,1.0,3.25
PRV53926,No,,,,,1.0,50.0,50.0,1.0,1.0,50.0,1.0,0.5,0.0
PRV53927,No,,,,,1.0,90.0,90.0,1.0,1.0,90.0,1.0,0.5,0.0
PRV53928,No,2.0,9000.0,4500.0,2.0,2.0,1200.0,600.0,2.0,4.0,10200.0,4.0,0.8,0.6666666666666666
PRV53931,No,2.0,15000.0,7500.0,2.0,1.0,400.0,400.0,1.0,3.0,15400.0,3.0,0.75,1.0
PRV53932,No,46.0,464000.0,10086.95652173913,44.0,11.0,3280.0,298.1818181818182,9.0,57.0,467280.0,53.0,1.0555555555555556,3.8333333333333335
PRV53933,No,,,,,30.0,13480.0,449.3333333333333,10.0,30.0,13480.0,10.0,2.727272727272727,0.0
PRV53934,No,,,,,9.0,2530.0,281.1111111111111,8.0,9.0,2530.0,8.0,1.0,0.0
PRV53935,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV53937,Yes,13.0,182000.0,14000.0,13.0,4.0,1090.0,272.5,4.0,17.0,183090.0,17.0,0.9444444444444444,2.6
PRV53938,Yes,45.0,332000.0,7377.777777777777,33.0,2.0,3310.0,1655.0,2.0,47.0,335310.0,35.0,1.3055555555555556,15.0
PRV53939,No,3.0,55000.0,18333.333333333332,3.0,12.0,8570.0,714.1666666666666,9.0,15.0,63570.0,12.0,1.1538461538461537,0.23076923076923078
PRV53940,No,,,,,11.0,6140.0,558.1818181818181,9.0,11.0,6140.0,9.0,1.1,0.0
PRV53941,No,3.0,38000.0,12666.666666666666,3.0,6.0,3940.0,656.6666666666666,5.0,9.0,41940.0,8.0,1.0,0.42857142857142855
PRV53942,No,3.0,33000.0,11000.0,3.0,1.0,0.0,0.0,1.0,4.0,33000.0,4.0,0.8,1.5
PRV53943,No,5.0,45000.0,9000.0,5.0,6.0,2310.0,385.0,6.0,11.0,47310.0,11.0,0.9166666666666666,0.7142857142857143
PRV53944,No,,,,,2.0,90.0,45.0,2.0,2.0,90.0,2.0,0.6666666666666666,0.0
PRV53945,No,,,,,2.0,100.0,50.0,2.0,2.0,100.0,2.0,0.6666666666666666,0.0
PRV53946,No,,,,,1.0,40.0,40.0,1.0,1.0,40.0,1.0,0.5,0.0
PRV53947,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV53949,No,,,,,1.0,10.0,10.0,1.0,1.0,10.0,1.0,0.5,0.0
PRV53950,No,,,,,15.0,1640.0,109.33333333333333,11.0,15.0,1640.0,11.0,1.25,0.0
PRV53951,Yes,12.0,131000.0,10916.666666666666,11.0,,,,,12.0,131000.0,11.0,1.0,12.0
PRV53952,No,,,,,3.0,1150.0,383.3333333333333,3.0,3.0,1150.0,3.0,0.75,0.0
PRV53956,No,,,,,31.0,4830.0,155.80645161290323,25.0,31.0,4830.0,25.0,1.1923076923076923,0.0
PRV53957,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV53958,No,11.0,88000.0,8000.0,11.0,40.0,13940.0,348.5,23.0,51.0,101940.0,34.0,1.457142857142857,0.2682926829268293
PRV53959,Yes,45.0,450100.0,10002.222222222223,42.0,9.0,830.0,92.22222222222223,9.0,54.0,450930.0,51.0,1.0384615384615385,4.5
PRV53960,No,,,,,29.0,4670.0,161.0344827586207,10.0,29.0,4670.0,10.0,2.6363636363636362,0.0
PRV53961,Yes,65.0,574000.0,8830.76923076923,62.0,2.0,210.0,105.0,2.0,67.0,574210.0,64.0,1.0307692307692307,21.666666666666668
PRV53963,No,1.0,2000.0,2000.0,1.0,5.0,2240.0,448.0,5.0,6.0,4240.0,6.0,0.8571428571428571,0.16666666666666666
PRV53964,No,,,,,11.0,980.0,89.0909090909091,5.0,11.0,980.0,5.0,1.8333333333333333,0.0
PRV53965,No,,,,,2.0,120.0,60.0,2.0,2.0,120.0,2.0,0.6666666666666666,0.0
PRV53966,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV53967,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV53968,No,,,,,6.0,740.0,123.33333333333333,4.0,6.0,740.0,4.0,1.2,0.0
PRV53969,No,,,,,4.0,400.0,100.0,4.0,4.0,400.0,4.0,0.8,0.0
PRV53970,No,3.0,65000.0,21666.666666666668,3.0,,,,,3.0,65000.0,3.0,0.75,3.0
PRV53971,No,,,,,6.0,1650.0,275.0,4.0,6.0,1650.0,4.0,1.2,0.0
PRV53972,No,5.0,30000.0,6000.0,4.0,4.0,640.0,160.0,4.0,9.0,30640.0,8.0,1.0,1.0
PRV53973,No,,,,,8.0,1460.0,182.5,6.0,8.0,1460.0,6.0,1.1428571428571428,0.0
PRV53974,No,,,,,6.0,720.0,120.0,6.0,6.0,720.0,6.0,0.8571428571428571,0.0
PRV53975,No,,,,,7.0,360.0,51.42857142857143,3.0,7.0,360.0,3.0,1.75,0.0
PRV53977,No,,,,,4.0,4150.0,1037.5,2.0,4.0,4150.0,2.0,1.3333333333333333,0.0
PRV53978,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV53979,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV53980,No,,,,,4.0,240.0,60.0,3.0,4.0,240.0,3.0,1.0,0.0
PRV53981,No,,,,,1.0,40.0,40.0,1.0,1.0,40.0,1.0,0.5,0.0
PRV53982,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV53983,No,,,,,2.0,3360.0,1680.0,2.0,2.0,3360.0,2.0,0.6666666666666666,0.0
PRV53985,Yes,6.0,81000.0,13500.0,5.0,20.0,2290.0,114.5,6.0,26.0,83290.0,11.0,2.1666666666666665,0.2857142857142857
PRV53986,No,9.0,72000.0,8000.0,9.0,2.0,60.0,30.0,2.0,11.0,72060.0,11.0,0.9166666666666666,3.0
PRV53988,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV53989,No,1.0,13000.0,13000.0,1.0,1.0,60.0,60.0,1.0,2.0,13060.0,2.0,0.6666666666666666,0.5
PRV53990,No,2.0,22000.0,11000.0,2.0,2.0,500.0,250.0,1.0,4.0,22500.0,3.0,1.0,0.6666666666666666
PRV53991,No,,,,,3.0,390.0,130.0,3.0,3.0,390.0,3.0,0.75,0.0
PRV53992,No,,,,,12.0,3480.0,290.0,7.0,12.0,3480.0,7.0,1.5,0.0
PRV53993,No,,,,,24.0,7900.0,329.1666666666667,12.0,24.0,7900.0,12.0,1.8461538461538463,0.0
PRV53994,No,,,,,16.0,4990.0,311.875,6.0,16.0,4990.0,6.0,2.2857142857142856,0.0
PRV53995,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV53996,No,2.0,11000.0,5500.0,2.0,1.0,200.0,200.0,1.0,3.0,11200.0,3.0,0.75,1.0
PRV53997,No,,,,,14.0,2170.0,155.0,5.0,14.0,2170.0,5.0,2.3333333333333335,0.0
PRV53999,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54000,No,,,,,26.0,3550.0,136.53846153846155,10.0,26.0,3550.0,10.0,2.3636363636363638,0.0
PRV54001,No,6.0,29000.0,4833.333333333333,6.0,,,,,6.0,29000.0,6.0,0.8571428571428571,6.0
PRV54002,No,,,,,1.0,20.0,20.0,1.0,1.0,20.0,1.0,0.5,0.0
PRV54004,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54005,No,,,,,2.0,340.0,170.0,2.0,2.0,340.0,2.0,0.6666666666666666,0.0
PRV54006,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54007,No,,,,,1.0,70.0,70.0,1.0,1.0,70.0,1.0,0.5,0.0
PRV54008,No,,,,,4.0,440.0,110.0,3.0,4.0,440.0,3.0,1.0,0.0
PRV54009,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54011,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54012,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54013,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54014,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54016,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54017,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54019,No,,,,,2.0,600.0,300.0,2.0,2.0,600.0,2.0,0.6666666666666666,0.0
PRV54020,No,,,,,2.0,460.0,230.0,1.0,2.0,460.0,1.0,1.0,0.0
PRV54021,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54023,No,,,,,2.0,140.0,70.0,1.0,2.0,140.0,1.0,1.0,0.0
PRV54024,No,,,,,1.0,400.0,400.0,1.0,1.0,400.0,1.0,0.5,0.0
PRV54025,No,,,,,1.0,90.0,90.0,1.0,1.0,90.0,1.0,0.5,0.0
PRV54026,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54027,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54028,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54029,No,,,,,1.0,20.0,20.0,1.0,1.0,20.0,1.0,0.5,0.0
PRV54030,No,,,,,1.0,10.0,10.0,1.0,1.0,10.0,1.0,0.5,0.0
PRV54031,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54033,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54034,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54036,No,,,,,8.0,1240.0,155.0,7.0,8.0,1240.0,7.0,1.0,0.0
PRV54037,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54038,No,,,,,2.0,150.0,75.0,2.0,2.0,150.0,2.0,0.6666666666666666,0.0
PRV54039,No,,,,,3.0,1150.0,383.3333333333333,2.0,3.0,1150.0,2.0,1.0,0.0
PRV54040,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54041,No,,,,,4.0,560.0,140.0,3.0,4.0,560.0,3.0,1.0,0.0
PRV54043,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54044,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54045,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54046,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54048,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54049,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54050,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54051,No,4.0,29000.0,7250.0,4.0,,,,,4.0,29000.0,4.0,0.8,4.0
PRV54052,No,4.0,53000.0,13250.0,4.0,,,,,4.0,53000.0,4.0,0.8,4.0
PRV54053,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54054,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54055,No,15.0,151000.0,10066.666666666666,15.0,,,,,15.0,151000.0,15.0,0.9375,15.0
PRV54056,Yes,9.0,59000.0,6555.555555555556,7.0,,,,,9.0,59000.0,7.0,1.125,9.0
PRV54057,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54058,No,24.0,153000.0,6375.0,23.0,,,,,24.0,153000.0,23.0,1.0,24.0
PRV54059,No,11.0,102000.0,9272.727272727272,11.0,,,,,11.0,102000.0,11.0,0.9166666666666666,11.0
PRV54060,No,11.0,90000.0,8181.818181818182,11.0,,,,,11.0,90000.0,11.0,0.9166666666666666,11.0
PRV54061,No,1.0,4000.0,4000.0,1.0,2.0,220.0,110.0,2.0,3.0,4220.0,3.0,0.75,0.3333333333333333
PRV54062,No,2.0,15000.0,7500.0,2.0,,,,,2.0,15000.0,2.0,0.6666666666666666,2.0
PRV54063,No,,,,,1.0,500.0,500.0,1.0,1.0,500.0,1.0,0.5,0.0
PRV54064,No,11.0,110000.0,10000.0,10.0,13.0,3130.0,240.76923076923077,9.0,24.0,113130.0,19.0,1.2,0.7857142857142857
PRV54065,Yes,16.0,161000.0,10062.5,13.0,9.0,960.0,106.66666666666667,4.0,25.0,161960.0,17.0,1.3888888888888888,1.6
PRV54066,No,,,,,12.0,1210.0,100.83333333333333,7.0,12.0,1210.0,7.0,1.5,0.0
PRV54068,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54070,Yes,,,,,85.0,25570.0,300.8235294117647,73.0,85.0,25570.0,73.0,1.1486486486486487,0.0
PRV54071,No,2.0,17000.0,8500.0,2.0,35.0,16620.0,474.85714285714283,22.0,37.0,33620.0,24.0,1.48,0.05555555555555555
PRV54072,No,4.0,78000.0,19500.0,4.0,2.0,1000.0,500.0,2.0,6.0,79000.0,6.0,0.8571428571428571,1.3333333333333333
PRV54073,No,4.0,68000.0,17000.0,3.0,,,,,4.0,68000.0,3.0,1.0,4.0
PRV54074,Yes,18.0,217000.0,12055.555555555555,18.0,7.0,3440.0,491.42857142857144,6.0,25.0,220440.0,24.0,1.0,2.25
PRV54075,Yes,14.0,152000.0,10857.142857142857,13.0,117.0,35140.0,300.34188034188037,62.0,131.0,187140.0,75.0,1.7236842105263157,0.11864406779661017
PRV54076,No,8.0,75000.0,9375.0,8.0,6.0,4500.0,750.0,5.0,14.0,79500.0,13.0,1.0,1.1428571428571428
PRV54077,Yes,38.0,427000.0,11236.842105263158,33.0,2.0,740.0,370.0,2.0,40.0,427740.0,35.0,1.1111111111111112,12.666666666666666
PRV54078,No,12.0,110000.0,9166.666666666666,10.0,8.0,950.0,118.75,8.0,20.0,110950.0,18.0,1.0526315789473684,1.3333333333333333
PRV54080,No,,,,,54.0,9480.0,175.55555555555554,16.0,54.0,9480.0,16.0,3.176470588235294,0.0
PRV54081,No,7.0,76000.0,10857.142857142857,7.0,,,,,7.0,76000.0,7.0,0.875,7.0
PRV54082,No,3.0,20000.0,6666.666666666667,3.0,,,,,3.0,20000.0,3.0,0.75,3.0
PRV54083,No,7.0,57000.0,8142.857142857143,7.0,25.0,10780.0,431.2,16.0,32.0,67780.0,23.0,1.3333333333333333,0.2692307692307692
PRV54084,No,3.0,30000.0,10000.0,3.0,4.0,1160.0,290.0,4.0,7.0,31160.0,7.0,0.875,0.6
PRV54085,No,31.0,324000.0,10451.612903225807,31.0,11.0,2060.0,187.27272727272728,6.0,42.0,326060.0,37.0,1.105263157894737,2.5833333333333335
PRV54086,No,,,,,9.0,1360.0,151.11111111111111,9.0,9.0,1360.0,9.0,0.9,0.0
PRV54089,No,7.0,76000.0,10857.142857142857,7.0,5.0,4560.0,912.0,5.0,12.0,80560.0,12.0,0.9230769230769231,1.1666666666666667
PRV54090,No,20.0,180000.0,9000.0,17.0,20.0,3470.0,173.5,14.0,40.0,183470.0,31.0,1.25,0.9523809523809523
PRV54091,No,,,,,4.0,170.0,42.5,2.0,4.0,170.0,2.0,1.3333333333333333,0.0
PRV54092,No,,,,,39.0,10420.0,267.1794871794872,28.0,39.0,10420.0,28.0,1.3448275862068966,0.0
PRV54093,Yes,26.0,357700.0,13757.692307692309,26.0,2.0,330.0,165.0,2.0,28.0,358030.0,28.0,0.9655172413793104,8.666666666666666
PRV54096,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54098,Yes,6.0,46080.0,7680.0,5.0,13.0,3420.0,263.0769230769231,5.0,19.0,49500.0,10.0,1.7272727272727273,0.42857142857142855
PRV54099,No,9.0,82000.0,9111.111111111111,9.0,12.0,1480.0,123.33333333333333,5.0,21.0,83480.0,14.0,1.4,0.6923076923076923
PRV54101,No,7.0,42000.0,6000.0,6.0,1.0,20.0,20.0,1.0,8.0,42020.0,7.0,1.0,3.5
PRV54102,No,7.0,73000.0,10428.57142857143,5.0,,,,,7.0,73000.0,5.0,1.1666666666666667,7.0
PRV54103,Yes,5.0,47000.0,9400.0,5.0,9.0,1120.0,124.44444444444444,5.0,14.0,48120.0,10.0,1.2727272727272727,0.5
PRV54106,No,4.0,54000.0,13500.0,4.0,3.0,230.0,76.66666666666667,3.0,7.0,54230.0,7.0,0.875,1.0
PRV54107,No,,,,,11.0,4540.0,412.72727272727275,9.0,11.0,4540.0,9.0,1.1,0.0
PRV54109,No,,,,,1.0,90.0,90.0,1.0,1.0,90.0,1.0,0.5,0.0
PRV54110,No,,,,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5,0.0
PRV54111,Yes,30.0,333000.0,11100.0,23.0,5.0,420.0,84.0,5.0,35.0,333420.0,28.0,1.206896551724138,5.0
PRV54112,No,,,,,2.0,400.0,200.0,1.0,2.0,400.0,1.0,1.0,0.0
PRV54113,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54114,No,3.0,20000.0,6666.666666666667,3.0,,,,,3.0,20000.0,3.0,0.75,3.0
PRV54115,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54116,No,,,,,1.0,10.0,10.0,1.0,1.0,10.0,1.0,0.5,0.0
PRV54117,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54118,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54119,No,,,,,1.0,50.0,50.0,1.0,1.0,50.0,1.0,0.5,0.0
PRV54120,No,,,,,1.0,400.0,400.0,1.0,1.0,400.0,1.0,0.5,0.0
PRV54121,No,,,,,1.0,200.0,200.0,1.0,1.0,200.0,1.0,0.5,0.0
PRV54122,No,,,,,1.0,60.0,60.0,1.0,1.0,60.0,1.0,0.5,0.0
PRV54123,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54124,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54125,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54127,No,,,,,7.0,3630.0,518.5714285714286,5.0,7.0,3630.0,5.0,1.1666666666666667,0.0
PRV54128,No,,,,,9.0,2120.0,235.55555555555554,3.0,9.0,2120.0,3.0,2.25,0.0
PRV54129,No,,,,,1.0,500.0,500.0,1.0,1.0,500.0,1.0,0.5,0.0
PRV54130,No,,,,,2.0,600.0,300.0,1.0,2.0,600.0,1.0,1.0,0.0
PRV54131,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54132,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54133,No,,,,,2.0,180.0,90.0,2.0,2.0,180.0,2.0,0.6666666666666666,0.0
PRV54134,No,1.0,5000.0,5000.0,1.0,3.0,1150.0,383.3333333333333,2.0,4.0,6150.0,3.0,1.0,0.25
PRV54135,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54136,No,,,,,9.0,700.0,77.77777777777777,4.0,9.0,700.0,4.0,1.8,0.0
PRV54139,No,4.0,14000.0,3500.0,3.0,7.0,660.0,94.28571428571429,3.0,11.0,14660.0,6.0,1.5714285714285714,0.5
PRV54140,No,,,,,1.0,20.0,20.0,1.0,1.0,20.0,1.0,0.5,0.0
PRV54141,No,,,,,6.0,460.0,76.66666666666667,1.0,6.0,460.0,1.0,3.0,0.0
PRV54142,No,,,,,11.0,2690.0,244.54545454545453,2.0,11.0,2690.0,2.0,3.6666666666666665,0.0
PRV54144,Yes,,,,,42.0,14790.0,352.14285714285717,13.0,42.0,14790.0,13.0,3.0,0.0
PRV54145,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54146,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54148,No,,,,,1.0,90.0,90.0,1.0,1.0,90.0,1.0,0.5,0.0
PRV54149,Yes,2.0,14000.0,7000.0,2.0,1.0,300.0,300.0,1.0,3.0,14300.0,3.0,0.75,1.0
PRV54150,No,,,,,2.0,2400.0,1200.0,2.0,2.0,2400.0,2.0,0.6666666666666666,0.0
PRV54153,No,1.0,17000.0,17000.0,1.0,,,,,1.0,17000.0,1.0,0.5,1.0
PRV54154,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54155,No,1.0,13000.0,13000.0,1.0,5.0,1400.0,280.0,3.0,6.0,14400.0,4.0,1.2,0.16666666666666666
PRV54156,No,,,,,5.0,1710.0,342.0,2.0,5.0,1710.0,2.0,1.6666666666666667,0.0
PRV54157,No,,,,,11.0,2500.0,227.27272727272728,6.0,11.0,2500.0,6.0,1.5714285714285714,0.0
PRV54158,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54159,No,,,,,1.0,40.0,40.0,1.0,1.0,40.0,1.0,0.5,0.0
PRV54160,No,,,,,1.0,40.0,40.0,1.0,1.0,40.0,1.0,0.5,0.0
PRV54162,No,,,,,2.0,50.0,25.0,2.0,2.0,50.0,2.0,0.6666666666666666,0.0
PRV54163,No,,,,,2.0,170.0,85.0,2.0,2.0,170.0,2.0,0.6666666666666666,0.0
PRV54164,No,1.0,4000.0,4000.0,1.0,,,,,1.0,4000.0,1.0,0.5,1.0
PRV54166,No,,,,,2.0,300.0,150.0,1.0,2.0,300.0,1.0,1.0,0.0
PRV54167,No,,,,,1.0,60.0,60.0,1.0,1.0,60.0,1.0,0.5,0.0
PRV54168,No,1.0,7000.0,7000.0,1.0,3.0,640.0,213.33333333333334,3.0,4.0,7640.0,4.0,0.8,0.25
PRV54171,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54172,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54173,No,,,,,1.0,400.0,400.0,1.0,1.0,400.0,1.0,0.5,0.0
PRV54175,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54176,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54177,No,,,,,1.0,200.0,200.0,1.0,1.0,200.0,1.0,0.5,0.0
PRV54178,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54179,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54180,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54181,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54182,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54183,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54184,No,,,,,2.0,430.0,215.0,2.0,2.0,430.0,2.0,0.6666666666666666,0.0
PRV54185,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54186,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54187,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54188,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54191,No,,,,,1.0,300.0,300.0,1.0,1.0,300.0,1.0,0.5,0.0
PRV54192,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54193,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV54194,No,,,,,2.0,3320.0,1660.0,2.0,2.0,3320.0,2.0,0.6666666666666666,0.0
